name,locality,cuisines,cost,highlights,aggregate_rating,rating_text,votes,type
Giani,Hathibarkala Salwala,Ice Cream,350,"Credit Card, Debit Card, Takeaway Available, Cash, Indoor Seating, Air Conditioned, Pure Veg, Outdoor Seating, Digital Payments Accepted, Desserts and Bakes",3.3,Average,12,Dessert Parlour
Giani,Rajpur,"Ice Cream, Desserts",300,"Delivery, Credit Card, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Desserts and Bakes, Digital Payments Accepted",3,Average,5,Dessert Parlour
Vadilal Scoop Shop,Garhi Cantt,"Fast Food, Desserts, Ice Cream",200,"Cash, Takeaway Available, Air Conditioned, Indoor Seating, Desserts and Bakes",3.2,Average,7,Dessert Parlour
Bakers House,Dharampur,"Fast Food, Desserts, Bakery",250,"Takeaway Available, Cash, Indoor Seating, Desserts and Bakes, Pre-Ordering Required, Air Conditioned, Digital Payments Accepted",3.2,Average,16,Quick Bites
Standard Bakers & Fast Food,Balliwala,"Desserts, Bakery",300,"No Seating Available, Takeaway Available, Delivery, Cash, Digital Payments Accepted, Pre-Ordering Required, Air Conditioned, Desserts and Bakes",3.2,Average,8,Quick Bites
Janta Bakers,Chukkuwala,"Fast Food, Desserts, Bakery",250,"Takeaway Available, Credit Card, Delivery, Debit Card, Cash, Indoor Seating, Air Conditioned, Digital Payments Accepted, Desserts and Bakes, Pre-Ordering Required, Pure Veg",3.1,Average,6,Dessert Parlour
Reeta Ice Cream,Race Course,Ice Cream,200,"No Seating Available, Cash, Takeaway Available, Desserts and Bakes, Digital Payments Accepted",0,Not rated,0,Dessert Parlour
Satpal Bakers,Garhi Cantt,"Desserts, Bakery",250,"No Seating Available, Cash, Takeaway Available, Desserts and Bakes",0,Not rated,2,Dessert Parlour
Chocolate Fountain,"Pacific Mall, Jakhan","Ice Cream, Desserts",200,"Takeaway Available, Cash, Debit Card, Credit Card, Mall Parking, Indoor Seating, Air Conditioned, Desserts and Bakes",0,Not rated,1,Food Court
Bun & Bread,Subhash Nagar,Desserts,200,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",0,Not rated,2,Dessert Parlour
The Perfect Rolls,Karanpur,"Desserts, Ice Cream",200,"Cash, No Alcohol Available, Takeaway Available, No Seating Available, Desserts and Bakes",0,Not rated,3,Dessert Parlour
Amul Ice Cream Parlour,Krishna Nagar,Ice Cream,200,"No Seating Available, Debit Card, Takeaway Available, Cash, Credit Card, Air Conditioned, Desserts and Bakes",0,Not rated,2,Dessert Parlour
Gianis,"Pacific Mall, Jakhan","Ice Cream, Desserts",150,"Cash, Credit Card, Delivery, Indoor Seating, Air Conditioned, Desserts and Bakes",0,Not rated,0,Dessert Parlour
Softy Corner,Morowala,Ice Cream,500,"Delivery, Cash, Takeaway Available, Indoor Seating, Air Conditioned, Desserts and Bakes, Digital Payments Accepted",0,Not rated,0,Dessert Parlour
Standard Icecream,Prem Nagar,Ice Cream,200,"Takeaway Available, Credit Card, Cash, Debit Card, Indoor Seating, Desserts and Bakes, Pure Veg",0,Not rated,1,Dessert Parlour
Bean Berry Coffee,"Pacific Mall, Jakhan","Fast Food, Desserts",300,"Debit Card, Lunch, Credit Card, Mall Parking, Cash, Takeaway Available, Dinner, Indoor Seating, Self Service, Air Conditioned, Desserts and Bakes",0,Not rated,1,Food Court
Flavour Bakers,Garhi Cantt,"Fast Food, Desserts, Bakery",150,"Takeaway Available, Cash, Pure Veg",0,Not rated,1,Bakery
Aggarwal Store,Garhi Cantt,"Desserts, Bakery",350,"No Seating Available, Cash, Takeaway Available, Desserts and Bakes, Digital Payments Accepted",0,Not rated,1,Dessert Parlour
Baskin Robbins Ice Cream,Kaonli,"Ice Cream, Beverages",300,"No Seating Available, Cash, Debit Card, Takeaway Available, Credit Card, Pure Veg, Air Conditioned, Desserts and Bakes",0,Not rated,0,Dessert Parlour
Nitrogen Ice Cream Lab,Race Course,Ice Cream,200,"Takeaway Available, Debit Card, Cash, Credit Card, Outdoor Seating, Desserts and Bakes",0,Not rated,0,Dessert Parlour
Kumar Sweet Shop,Dharampur,"South Indian, North Indian, Chinese, Mithai, Street Food",250,"Debit Card, Dinner, Takeaway Available, Cash, Credit Card, Lunch, Indoor Seating, Air Conditioned, Digital Payments Accepted, Desserts and Bakes",3.5,Good,35,Quick Bites
Gulab Sweets & Restaurants,Dharampur,"Mithai, North Indian",400,"Lunch, Delivery, Credit Card, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Indoor Seating, Air Conditioned, Desserts and Bakes",3.5,Good,42,Sweet Shop
New Anchal Sweets & Dairy,Dharampur,"Mithai, Fast Food, Street Food, Momos",200,"Credit Card, Takeaway Available, Dinner, No Alcohol Available, Cash, Debit Card, Lunch, Indoor Seating, Pure Veg, Free Parking, Digital Payments Accepted, Air Conditioned, Desserts and Bakes",3.7,Good,53,Quick Bites
Vaibhav Sweets,Balliwala,"Street Food, Mithai",250,"No Seating Available, Takeaway Available, Cash, Pure Veg, Desserts and Bakes, Digital Payments Accepted",3.5,Good,14,Quick Bites
Ahujas,Dharampur,"Mithai, South Indian",300,"Cash, Takeaway Available, Pure Veg",3.4,Average,26,Sweet Shop
Gurukripa Sweets,Dharampur,"Mithai, Street Food",300,"Delivery, Credit Card, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Digital Payments Accepted",3.4,Average,6,Sweet Shop
Bhatia Sweet House,Prem Nagar,"Street Food, Mithai",200,"Takeaway Available, Cash, No Seating Available, Desserts and Bakes, Pure Veg, Digital Payments Accepted",3.2,Average,6,Sweet Shop
Gulab Sweets & Restaurant,Ballupur,"North Indian, Street Food, Chinese, South Indian",600,"Dinner, Takeaway Available, Cash, Lunch, Indoor Seating, Pure Veg, All Day Breakfast",3.3,Average,14,Quick Bites
Sunil Sweet Shop,Dharampur,"Street Food, Mithai",150,"No Seating Available, Cash, Takeaway Available, Desserts and Bakes, Digital Payments Accepted",3.3,Average,11,Quick Bites
Kumar Sweets and Restaurant,Chironwali,"North Indian, South Indian, Chinese, Mithai",450,"Cash, Lunch, Delivery, Credit Card, Dinner, Takeaway Available, Pure Veg, Indoor Seating",3.1,Average,7,Quick Bites
New Gupta Sweets Shop,Morowala,North Indian,200,"Lunch, Takeaway Available, Dinner, Cash, Desserts and Bakes, Indoor Seating, All Day Breakfast, Pure Veg",3.2,Average,6,Dhaba
Rahul Sweets,Dharampur,"Street Food, Mithai",250,"Takeaway Available, Cash, Indoor Seating, Pure Veg, Desserts and Bakes",3.4,Average,15,Quick Bites
Bhatia Sweet House,Prem Nagar,"Desserts, Bakery, Mithai",250,"Takeaway Available, Cash, No Alcohol Available, No Seating Available, Desserts and Bakes, Digital Payments Accepted, Pure Veg",3.1,Average,8,Bakery
Anandam,Malsi,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,"Dinner, Cash, Credit Card, Debit Card, Lunch, Breakfast, Indoor Seating, Air Conditioned, Pure Veg",0,Not rated,2,Casual Dining
Brij Sweets,Garhi Cantt,"Street Food, Mithai",200,"Takeaway Available, Dinner, Delivery, Cash, Lunch, Breakfast, Indoor Seating, Pure Veg",3.3,Average,8,Sweet Shop
New Kamal Dairy,Garhi Cantt,"Mithai, Street Food",200,"No Seating Available, Takeaway Available, Cash, Desserts and Bakes",0,Not rated,2,Sweet Shop
New Bhatia Sweet Shop,Prem Nagar,"Street Food, Mithai",150,"Takeaway Available, Cash, Indoor Seating, Pure Veg, Desserts and Bakes",3,Average,4,Sweet Shop
Globe Bakers,Race Course,Bakery,200,"Credit Card, Takeaway Available, No Seating Available, Lunch, Dinner, Cash, Debit Card, Digital Payments Accepted",3.2,Average,5,Bakery
Doon Barfi,Jakhan,"Street Food, Mithai",150,"No Seating Available, Cash, Debit Card, Takeaway Available, Credit Card, Air Conditioned, Pure Veg, Desserts and Bakes",0,Not rated,3,Sweet Shop
Madhu Sweet Shop,Kaonli,Mithai,250,"No Seating Available, Takeaway Available, Cash, Desserts and Bakes, Pure Veg",0,Not rated,2,Sweet Shop
Priy Bhog Sweets and Namkeen,Balliwala,"Mithai, Street Food",300,"No Seating Available, Takeaway Available, Cash, Desserts and Bakes, Pure Veg",0,Not rated,1,Sweet Shop
Aggarwal Sweets,Majra,"Mithai, Street Food",150,"Lunch, Breakfast, Takeaway Available, Cash, Dinner, Indoor Seating, Pure Veg",0,Not rated,1,Sweet Shop
Bhatia Sweet Shop,Prem Nagar,"Street Food, Mithai",250,"No Seating Available, Takeaway Available, Cash, Pure Veg, Digital Payments Accepted, Desserts and Bakes",0,Not rated,1,Sweet Shop
Rajender Sweet Shop,Hathibarkala Salwala,Mithai,200,"Lunch, Breakfast, Takeaway Available, Cash, Dinner, Indoor Seating, Pure Veg",0,Not rated,1,Sweet Shop
Ghai Sweets,Prem Nagar,"Street Food, Mithai",250,"No Seating Available, Cash, Takeaway Available, Desserts and Bakes, Pure Veg",0,Not rated,1,Sweet Shop
Vishal Dairy,Krishna Nagar,"Mithai, Street Food",250,"No Seating Available, Dinner, Takeaway Available, Cash, Lunch, Pure Veg",0,Not rated,1,Sweet Shop
Pramod Sweets,Dharampur,"Street Food, Mithai",150,"Takeaway Available, Cash, Indoor Seating, Pure Veg, Desserts and Bakes",0,Not rated,0,Quick Bites
Taneja Sweet Shop,Prem Nagar,"Street Food, Mithai",150,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",0,Not rated,0,Sweet Shop
Santosh Sweet Shop,Balliwala,"Street Food, Mithai",0,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes, Pure Veg",0,Not rated,0,Quick Bites
Taneja Sweet Shop,Prem Nagar,Mithai,200,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes, Pure Veg",0,Not rated,0,Sweet Shop
The V Cafe,Hathibarkala Salwala,"Cafe, Fast Food",450,"Dinner, Delivery, Takeaway Available, Debit Card, Credit Card, Cash, No Alcohol Available, Lunch, Air Conditioned, Table Reservation Not Required, Free Wifi, Indoor Seating, Digital Payments Accepted",4,Very Good,139,Cafe
Chhaya Cafe,Rajpur,"Cafe, Chinese, Continental, North Indian",500,"Lunch, Takeaway Available, No Alcohol Available, Dinner, Cash, Credit Card, Debit Card, Board Games, Indoor Seating, Free Wifi, Digital Payments Accepted, Pet Friendly, All Day Breakfast, Table booking recommended, Outdoor Seating, Wifi",3.7,Good,110,Cafe
VUE,Jakhan,"Italian, Continental, Cafe",650,"No Alcohol Available, Credit Card, Debit Card, Dinner, Takeaway Available, Cash, Lunch, Indoor Seating, Air Conditioned, Outdoor Seating, Digital Payments Accepted",3.7,Good,77,Cafe
Hungry Hobbit Coffee House,Subhash Nagar,"Cafe, Continental",500,"Lunch, Cash, Takeaway Available, Breakfast, No Alcohol Available, Dinner, Delivery, Credit Card, Indoor Seating",3.7,Good,95,Cafe
Dehra Kettle,Jogiwala,"Cafe, Fast Food",250,"Lunch, Cash, Breakfast, No Alcohol Available, Dinner, Live Music, Free Parking, Indoor Seating, Outdoor Seating",3.7,Good,74,Cafe
Cafe Lychee Tree,Dharampur,"Chinese, North Indian, Beverages, Desserts",500,"Lunch, Takeaway Available, Delivery, Dinner, Cash, Live Music, Air Conditioned, Indoor Seating",3.7,Good,111,Cafe
Monkey Fist Cafe,Chironwali,"Cafe, Fast Food",400,"Takeaway Available, Dinner, Delivery, Cash, Lunch, No Alcohol Available, Outdoor Seating, Digital Payments Accepted, Indoor Seating",3.9,Good,106,Cafe
Beans & Cream Cafe & Lounge,Garhi Cantt,"Cafe, Italian, Continental",500,"Takeaway Available, Dinner, Delivery, No Alcohol Available, Cash, Lunch, Outdoor Seating, Desserts and Bakes, Indoor Seating, Air Conditioned",3.9,Good,116,Cafe
Cafe NH 72,Prem Nagar,"Cafe, Beverages",800,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Desserts and Bakes, Air Conditioned",3.5,Good,70,Cafe
Woods Grill Lounge & Cafe,Dharampur,"Cafe, Continental, Chinese, North Indian, Italian",800,"No Alcohol Available, Takeaway Available, Credit Card, Cash, Dinner, Lunch, Delivery, Debit Card, Serves Alcohol, Table booking recommended, Rooftop, Air Conditioned, Digital Payments Accepted, Live Sports Screening, Karaoke, Indoor Seating, Smoking Area, Free Wifi, Live Music",3.3,Average,84,Cafe
Zomsa Cafe,Malsi,Cafe,500,"Dinner, Takeaway Available, Lunch, Cash, No Alcohol Available, Indoor Seating, Desserts and Bakes, Outdoor Seating, Table Reservation Not Required",3.8,Good,48,Cafe
Farm to Fork Cafe,Malsi,"Cafe, Indian, Chinese, Continental, Mexican",550,"Credit Card, Lunch, No Alcohol Available, Cash, Debit Card, Dinner, Takeaway Available, Indoor Seating, Outdoor Seating",3.7,Good,61,Cafe
Cafe Monroe,Chironwali,Cafe,800,"Takeaway Available, No Alcohol Available, Credit Card, Dinner, Cash, Debit Card, Lunch, Delivery, Indoor Seating, Outdoor Seating, Digital Payments Accepted, Rooftop, Smoking Area, Free Wifi, Desserts and Bakes",3.4,Average,51,Quick Bites
Cafe Doonga Central,Karanpur,Cafe,300,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Outdoor Seating, Indoor Seating",3.5,Good,24,Cafe
Cafe Coffee Day Lounge,Jakhan,"Beverages, Cafe, Sandwich, Fast Food",500,"Takeaway Available, Debit Card, Lunch, Credit Card, No Alcohol Available, Cash, Dinner, Indoor Seating, Digital Payments Accepted, Free Wifi, Air Conditioned, Desserts and Bakes",3.8,Good,46,Cafe
H.U.H Hold Ur Hunger,Subhash Nagar,Cafe,500,"Dinner, Delivery, Takeaway Available, Breakfast, Lunch, Cash, No Alcohol Available, Air Conditioned, Free Wifi, Outdoor Seating, Table Reservation Not Required, Digital Payments Accepted, Pure Veg, Indoor Seating",3.5,Good,35,Cafe
Barista,Chukkuwala,Cafe,600,"Cash, Credit Card, Debit Card, Lunch, Dinner, Takeaway Available, Breakfast, No Alcohol Available, Air Conditioned, Indoor Seating, Axis Bank - Dining Delights",3.6,Good,43,Cafe
Cafe Coffee Day,Ballupur,"Desserts, Beverages, Cafe, Fast Food, Sandwich",500,"Takeaway Available, No Alcohol Available, Cash, Credit Card, Desserts and Bakes, Indoor Seating, Air Conditioned",3.4,Average,34,Cafe
Hi LIfe Cafe,Rajpur,Cafe,400,"Takeaway Available, Cash, Dinner, Lunch, No Alcohol Available, Table Reservation Not Required, Indoor Seating",3.8,Good,40,Cafe
Cafe Coffee Day,Karanpur,"Beverages, Cafe, Sandwich, Fast Food",500,"Lunch, Takeaway Available, Breakfast, No Alcohol Available, Dinner, Cash, Credit Card, Debit Card, Indoor Seating, Free Wifi, Air Conditioned, Desserts and Bakes, Digital Payments Accepted",3.5,Good,21,Cafe
Cafe Coffee Day,Race Course,"Beverages, Cafe, Sandwich, Fast Food",500,"Lunch, Credit Card, Dinner, Takeaway Available, Breakfast, Air Conditioned, Desserts and Bakes, Indoor Seating",3.8,Good,39,Cafe
Tantrum Cafe,Race Course,Cafe,400,"Dinner, Cash, Debit Card, Delivery, No Alcohol Available, Lunch, Credit Card, Takeaway Available, Pure Veg, Sodexo, Indoor Seating",3.6,Good,28,Cafe
Cafe Coffee Day,Chironwali,"Beverages, Cafe, Sandwich, Fast Food",500,"Lunch, Cash, Breakfast, No Alcohol Available, Dinner, Credit Card, Debit Card, Indoor Seating, Air Conditioned, Desserts and Bakes, Table Reservation Not Required",3.5,Good,19,Cafe
Stranger Cafe,"Ashok Spa & Resorts, Morowala",Cafe,300,"Cash, Takeaway Available, No Alcohol Available, Credit Card, Breakfast, Lunch, Valet Parking Available, Desserts and Bakes, Indoor Seating",3.6,Good,28,Cafe
The Porch Cafe,Subhash Nagar,"Fast Food, Continental, Burger, Beverages",300,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3.6,Good,17,Cafe
Food Runner,Malsi,"Cafe, Japanese",800,"Credit Card, Dinner, Takeaway Available, Cash, Debit Card, Lunch, No Alcohol Available, Table Reservation Not Required, Digital Payments Accepted, Indoor Seating",3.7,Good,17,Cafe
Silk Route Cafe,Rajpur,Cafe,200,"No Alcohol Available, Cash, Dinner, Lunch, Indoor Seating, Rooftop, Outdoor Seating, Table Reservation Not Required",3.6,Good,21,Cafe
Hungry Cafe,Karanpur,Cafe,250,"Dinner, Cash, Delivery, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Digital Payments Accepted, Smoking Area",3.5,Good,16,Cafe
PUBG Lounge & Cafe,Ballupur,"North Indian, Chinese",200,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3,Average,8,Cafe
Big Bros Cafe,Subhash Nagar,Cafe,400,"Lunch, Cash, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating",3.4,Average,23,Cafe
Food Smugler,Prem Nagar,"Fast Food, Bakery",300,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3,Average,12,Quick Bites
Cafe Sparrow,Chironwali,Cafe,450,"Cash, Breakfast, Lunch, Takeaway Available, No Alcohol Available, Dinner",3.3,Average,15,Cafe
Cafe Broadstreet,Hathibarkala Salwala,"Cafe, Fast Food, Italian",800,"Cash, Dinner, Credit Card, No Alcohol Available, Lunch, Debit Card, Takeaway Available, Table Reservation Not Required, Air Conditioned, Indoor Seating, Digital Payments Accepted",3,Average,16,Cafe
Cafe Coffee Day,Garhi Cantt,"Cafe, Desserts, Beverages, Sandwich",650,"Takeaway Available, No Alcohol Available, Credit Card, Lunch, Cash, Debit Card, Dinner, Indoor Seating, Desserts and Bakes, Outdoor Seating, Air Conditioned",3.5,Good,15,Cafe
Lock Heart Restaurant & Cafe,Ballupur,"North Indian, Fast Food, Cafe, Chinese, Continental, Beverages",300,"Dinner, Delivery, Credit Card, Debit Card, Lunch, Cash, Takeaway Available, Indoor Seating, Buffet",3.2,Average,6,Casual Dining
Barista,"Pacific Mall, Jakhan",Cafe,600,"Credit Card, Lunch, Cash, Debit Card, No Alcohol Available, Dinner, Mall Parking, Takeaway Available, Desserts and Bakes, Indoor Seating, Digital Payments Accepted, Axis Bank - Dining Delights, Outdoor Seating, Air Conditioned",3,Average,10,Cafe
Cafe Coffee Day,Race Course,"Beverages, Cafe, Sandwich, Fast Food",500,"Takeaway Available, No Alcohol Available, Dinner, Cash, Lunch, Credit Card, Desserts and Bakes, Indoor Seating, Air Conditioned",3.2,Average,5,Cafe
A Place Called Edina,Rajpur,Cafe,600,"Dinner, Takeaway Available, Debit Card, Lunch, Cash, Credit Card, Indoor Seating",3.3,Average,11,Cafe
Toss Cafe Lounge,Chukkuwala,Cafe,800,"Lunch, Debit Card, Cash, Serves Alcohol, Takeaway Available, Dinner, Credit Card, Indoor Seating, Free Parking, Fullbar, Axis Bank - Dining Delights, Digital Payments Accepted, Rooftop, Nightlife",3.2,Average,12,Cafe
Barista,Balliwala,Cafe,500,"Delivery, Credit Card, Debit Card, Breakfast, Takeaway Available, No Alcohol Available, Cash, Lunch, Dinner, Indoor Seating, Air Conditioned, Desserts and Bakes, Outdoor Seating, Digital Payments Accepted",3.5,Good,17,Cafe
The Spot,Jakhan,"Italian, Chinese, Cafe",450,"Dinner, Takeaway Available, No Alcohol Available, Cash, Lunch, Indoor Seating, Air Conditioned, Free Wifi, Digital Payments Accepted, Hookah, Rooftop",3.3,Average,12,Cafe
"Karan""s Cafe",Prem Nagar,"Fast Food, North Indian",300,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating, Buffet, Digital Payments Accepted",0,Not rated,1,Cafe
Jessica Treats,Balliwala,Cafe,500,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating, Digital Payments Accepted",3.2,Average,8,Cafe
The Wall Cafe,Jakhan,Cafe,500,"Cash, No Alcohol Available, Dinner, Takeaway Available, Lunch, Indoor Seating",3.2,Average,10,Cafe
Bibas Cafe,Dharampur,Cafe,400,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating, Air Conditioned",0,Not rated,3,Cafe
Cafe Earth,Chironwali,Cafe,500,"Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Breakfast, Indoor Seating, Air Conditioned",3.1,Average,5,Cafe
Rangoli Restaurant and Cafe,Jakhan,"Cafe, Fast Food",350,"No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, Outdoor Seating, Indoor Seating, Table Reservation Not Required, Pure Veg",3.1,Average,7,Cafe
House Of Phirangi,Chukkuwala,Cafe,400,"Dinner, Cash, Lunch, Takeaway Available, Indoor Seating, Digital Payments Accepted",0,Not rated,1,Cafe
Cafe Coffee Day,Malsi,"Beverages, Cafe, Sandwich, Fast Food",500,"Lunch, Cash, Breakfast, No Alcohol Available, Dinner, Credit Card, Debit Card, Indoor Seating, Air Conditioned, Desserts and Bakes, Table Reservation Not Required",0,Not rated,2,Cafe
The Lost Chef Cafe,Karanpur,"Chinese, Coffee",300,"Lunch, Debit Card, No Alcohol Available, Dinner, Cash, Indoor Seating, Air Conditioned, Pure Veg, Brunch",0,Not rated,3,Cafe
Cafe Vivers,Hathibarkala Salwala,Cafe,500,"Cash, Takeaway Available, Lunch, No Alcohol Available, Dinner, Indoor Seating",0,Not rated,2,Cafe
UK07 Cafe & Lounge,Balliwala,Cafe,800,"Dinner, Cash, Debit Card, Lunch, Takeaway Available, Indoor Seating, Air Conditioned",3,Average,4,Cafe
Cafe D Capella,Ballupur,Cafe,300,"Dinner, Lunch, Cash, Indoor Seating",0,Not rated,1,Cafe
Uptown Cafe,Subhash Nagar,Cafe,500,"Lunch, Takeaway Available, No Alcohol Available, Dinner, Cash, Indoor Seating, Digital Payments Accepted",0,Not rated,3,Cafe
Small Bite Fast Food Corner,Balliwala,"Burger, Cafe, Continental",200,"Lunch, Cash, Delivery, Dinner, Takeaway Available, Breakfast, Lunch Menu, Outdoor Seating, Digital Payments Accepted, All Day Breakfast, Free Parking, Indoor Seating, Drive in, Smoking Area",0,Not rated,3,Cafe
Kings Harbor Restaurant And Lounge,Kaonli,North Indian,800,"Cash, Breakfast, Dinner, Takeaway Available, Outdoor Seating, Rooftop, Indoor Seating",3.3,Average,17,Lounge
Wood Castle Restro & Lounge,Balliwala,Bar Food,800,"Takeaway Available, Lunch, Cash, Dinner, Table booking recommended, Air Conditioned, Hookah, DJ, Fullbar, Digital Payments Accepted, Smoking Area, Free Parking, Indoor Seating",0,Not rated,2,Lounge
Fusion Night,Dharampur,Finger Food,700,"Dinner, Serves Alcohol, Cash, Lunch, Above 18 Only, Digital Payments Accepted, Indoor Seating, Fullbar, Hookah",0,Not rated,2,Lounge
The Cake Room,Prem Nagar,"Desserts, Bakery",250,"Takeaway Available, Delivery, Cash, Indoor Seating, Air Conditioned, Digital Payments Accepted, Pre-Ordering Required, Desserts and Bakes",3.8,Good,64,Bakery
Doon Bakers and Confectioners,Paltan Bazaar,"Bakery, Desserts, Fast Food",200,"Delivery, Cash, Takeaway Available, Desserts and Bakes",3.5,Good,30,Bakery
Perfect Cravings,Paltan Bazaar,"Bakery, Desserts",250,"Cash, Takeaway Available, No Seating Available, Delivery, Desserts and Bakes",3.8,Good,32,Bakery
Standard Bakers,Jakhan,"Bakery, Fast Food",200,"Cash, Takeaway Available, Debit Card, No Alcohol Available, Delivery, Credit Card, Outdoor Seating, Air Conditioned, Desserts and Bakes, Indoor Seating",3.7,Good,42,Bakery
Kuks N Bakes,Subhash Nagar,Bakery,400,"Cash, Delivery, Takeaway Available, Desserts and Bakes, Indoor Seating",3.4,Average,14,Bakery
Grand Bakers & Confectioners,Race Course,"Bakery, Chinese, Fast Food, Momos",200,"Cash, Debit Card, Takeaway Available, Credit Card, Delivery, Desserts and Bakes, Indoor Seating, Digital Payments Accepted, Air Conditioned",3.7,Good,34,Bakery
Vikas Bakers & Confectioners,Race Course,Bakery,400,"Delivery, No Seating Available, Cash, Takeaway Available, Self Service, Indoor Seating, Pure Veg",3.1,Average,4,Bakery
Elloras,Prem Nagar,"Desserts, Bakery",300,"Debit Card, Cash, No Seating Available, Credit Card, Takeaway Available, Desserts and Bakes, Digital Payments Accepted, Air Conditioned, Pre-Ordering Required",3.5,Good,25,Bakery
Cravity,Majra,Bakery,200,"Delivery, Cash, Digital Payments Accepted, Desserts and Bakes",3.6,Good,19,Bakery
Opees Bakers,Hathibarkala Salwala,"Bakery, Fast Food",200,"Credit Card, Takeaway Available, No Alcohol Available, Cash, Delivery, Debit Card, Desserts and Bakes, Digital Payments Accepted, Indoor Seating, Free Parking",3.5,Good,30,Quick Bites
Delight Bakers,Race Course,Bakery,200,"Takeaway Available, Cash, Indoor Seating, Desserts and Bakes",3.4,Average,29,Bakery
The Oven Bakery,Dharampur,"Bakery, Continental",250,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",3.6,Good,16,Bakery
The Global Bakers,Ballupur,"Fast Food, Bakery",250,"Debit Card, No Alcohol Available, Delivery, Cash, Takeaway Available, Air Conditioned, Desserts and Bakes",3.4,Average,9,Bakery
Eat Cake,Ballupur,Bakery,250,"Cash, Takeaway Available, Pure Veg, Desserts and Bakes",3.3,Average,8,Bakery
Doon Memories Restaurant Bakers,Paltan Bazaar,Bakery,250,"Cash, Credit Card, Debit Card, Takeaway Available, Breakfast, Indoor Seating, Digital Payments Accepted, Desserts and Bakes",3.1,Average,7,Bakery
Standard Bakers & Fast Food,Balliwala,"Bakery, Fast Food",200,"Credit Card, Cash, Delivery, Takeaway Available, Debit Card, No Alcohol Available, Indoor Seating, Free Parking, Desserts and Bakes",3.1,Average,13,Quick Bites
New Venus Bakers & Sweet Corner,Krishna Nagar,"Bakery, Fast Food",350,"Takeaway Available, Cash, Digital Payments Accepted, Desserts and Bakes",3,Average,4,Bakery
Pindi Bakers,Paltan Bazaar,Bakery,200,"Cash, Takeaway Available, Desserts and Bakes, Indoor Seating, Air Conditioned",0,Not rated,3,Bakery
Standard Bakers & Fast Food,Hathibarkala Salwala,Bakery,500,"Cash, Takeaway Available, Debit Card, Delivery, Credit Card, Indoor Seating, Air Conditioned, Desserts and Bakes",3.2,Average,5,Bakery
Doon Memories Bakers & Cafe,Rajpur,"Bakery, Chinese",300,"Cash, Breakfast, Indoor Seating, Air Conditioned, Pure Veg, Desserts and Bakes, Digital Payments Accepted",3,Average,6,Bakery
Standards Bakery,Kaonli,Bakery,300,"Delivery, Cash, Takeaway Available, Indoor Seating, Desserts and Bakes",3.2,Average,5,Bakery
Sip of Doon,Subhash Nagar,"Bakery, Fast Food",150,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes, Digital Payments Accepted",3.3,Average,8,Quick Bites
All Baked,Karanpur,"Bakery, Fast Food",300,"Cash, Takeaway Available, Delivery, Indoor Seating, Digital Payments Accepted, Desserts and Bakes",0,Not rated,0,Bakery
Katiyar Bake Shop,Dharampur,"Bakery, Sandwich",250,"Takeaway Available, Cash, Breakfast, Indoor Seating, Desserts and Bakes",3.2,Average,6,Bakery
Bakery Plus,Chironwali,Bakery,150,"No Seating Available, Cash, Takeaway Available, Desserts and Bakes, Digital Payments Accepted",0,Not rated,2,Quick Bites
Merriment Bakers,Paltan Bazaar,Bakery,150,"Takeaway Available, Cash, Desserts and Bakes",0,Not rated,3,Bakery
Anjali Bakers,Garhi Cantt,Bakery,300,"Cash, Delivery, Takeaway Available, Desserts and Bakes, Indoor Seating",3.1,Average,5,Bakery
Bakers & Cafe,Chukkuwala,"Desserts, Bakery",250,"No Seating Available, Delivery, Debit Card, Takeaway Available, Cash, Credit Card, Digital Payments Accepted, Desserts and Bakes",0,Not rated,1,Bakery
Bakes & Cookes,Subhash Nagar,Bakery,800,"Delivery, Cash, Takeaway Available, Indoor Seating, Air Conditioned, All Day Breakfast, Digital Payments Accepted",3.1,Average,5,Bakery
